id,zipcode,season_price,median_price,season,price,sell_price,profit
3352402236,98178,281000.0,279000.0,winter,252500.0,328250.0,75750.0
185000118,98178,272000.0,279000.0,summer,212000.0,275600.0,63600.0
8068000585,98178,281000.0,279000.0,winter,235000.0,305500.0,70500.0
7129300420,98178,281000.0,279000.0,winter,258000.0,335400.0,77400.0
1180008315,98178,272000.0,279000.0,summer,212000.0,275600.0,63600.0
4058801065,98178,272000.0,279000.0,summer,272000.0,299200.0,27200.0
4279900140,98178,281000.0,279000.0,winter,251000.0,326300.0,75300.0
3348401622,98178,281000.0,279000.0,winter,223000.0,289900.0,66900.0
4060000290,98178,281000.0,279000.0,winter,253000.0,328900.0,75900.0
2144800146,98178,281000.0,279000.0,winter,257500.0,334750.0,77250.0
2126049032,98125,431750.0,425000.0,winter,375000.0,487500.0,112500.0
4427100105,98125,431750.0,425000.0,winter,398000.0,517400.0,119400.0
9324800110,98125,431750.0,425000.0,winter,420000.0,546000.0,126000.0
1454100056,98125,431750.0,425000.0,winter,355000.0,461500.0,106500.0
4427100025,98125,421000.0,425000.0,summer,270000.0,351000.0,81000.0
6381500065,98125,431750.0,425000.0,winter,376500.0,489450.0,112950.0
6413100311,98125,431750.0,425000.0,winter,390000.0,507000.0,117000.0
6414100133,98125,431750.0,425000.0,winter,337000.0,438100.0,101100.0
6413600285,98125,431750.0,425000.0,winter,402000.0,522600.0,120600.0
8822900115,98125,421000.0,425000.0,summer,306000.0,397800.0,91800.0
5667100025,98125,431750.0,425000.0,winter,405000.0,526500.0,121500.0
3649100320,98028,438000.0,445500.0,summer,330000.0,429000.0,99000.0
8718500075,98028,450000.0,445500.0,winter,396000.0,514800.0,118800.0
3818700016,98028,450000.0,445500.0,winter,434000.0,564200.0,130200.0
5631500905,98028,438000.0,445500.0,summer,272925.0,354802.5,81877.5
114100297,98028,450000.0,445500.0,winter,400000.0,520000.0,120000.0
6181700250,98028,450000.0,445500.0,winter,350000.0,455000.0,105000.0
3013301525,98136,500000.0,489950.0,summer,453500.0,589550.0,136050.0
2594200375,98136,500000.0,489950.0,summer,427500.0,555750.0,128250.0
7104100050,98136,481725.0,489950.0,winter,485000.0,533500.0,48500.0
312000295,98136,500000.0,489950.0,summer,400000.0,520000.0,120000.0
1090000075,98136,500000.0,489950.0,summer,393000.0,510900.0,117900.0
7504180070,98074,647495.0,643250.0,winter,577000.0,750100.0,173100.0
3575301550,98074,647495.0,643250.0,winter,560000.0,728000.0,168000.0
8653600050,98074,647495.0,643250.0,winter,572000.0,743600.0,171600.0
3575302880,98074,640000.0,643250.0,summer,339300.0,441090.0,101790.0
8562901010,98074,647495.0,643250.0,winter,505000.0,656500.0,151500.0
203900610,98053,602500.0,635000.0,winter,339000.0,440700.0,101700.0
2821049082,98003,277000.0,267475.0,summer,225000.0,292500.0,67500.0
4222310680,98003,277000.0,267475.0,summer,240000.0,312000.0,72000.0
3584000180,98003,277000.0,267475.0,summer,253400.0,329420.0,76020.0
1697000370,98198,266125.0,265000.0,winter,234000.0,304200.0,70200.0
6052401215,98198,266125.0,265000.0,winter,255000.0,331500.0,76500.0
84000335,98146,285950.0,309500.0,winter,225000.0,292500.0,67500.0
123039424,98146,285950.0,309500.0,winter,303000.0,333300.0,30300.0
6303400520,98146,319950.0,309500.0,summer,265000.0,344500.0,79500.0
7454001120,98146,285950.0,309500.0,winter,285950.0,314545.0,28595.0
7889600080,98146,285950.0,309500.0,winter,208000.0,270400.0,62400.0
7907600100,98146,285950.0,309500.0,winter,287500.0,316250.0,28750.0
722079104,98038,343250.0,342000.0,winter,314000.0,408200.0,94200.0
1545808560,98038,341000.0,342000.0,summer,245000.0,318500.0,73500.0
922069139,98038,341000.0,342000.0,summer,260000.0,338000.0,78000.0
1545807990,98038,343250.0,342000.0,winter,315000.0,409500.0,94500.0
1545802850,98038,343250.0,342000.0,winter,286000.0,371800.0,85800.0
1545803340,98038,343250.0,342000.0,winter,269000.0,349700.0,80700.0
1545801970,98038,341000.0,342000.0,summer,250000.0,325000.0,75000.0
4396000180,98038,343250.0,342000.0,winter,267500.0,347750.0,80250.0
1441300130,98038,343250.0,342000.0,winter,319000.0,414700.0,95700.0
5111400086,98038,341000.0,342000.0,summer,110000.0,143000.0,33000.0
1545806720,98038,341000.0,342000.0,summer,254950.0,331435.0,76485.0
646500070,98007,549950.0,555000.0,winter,420000.0,546000.0,126000.0
4039400410,98007,580000.0,555000.0,summer,525000.0,682500.0,157500.0
2207200635,98007,580000.0,555000.0,summer,439800.0,571740.0,131940.0
3188100400,98115,592500.0,567250.0,summer,530000.0,689000.0,159000.0
8815400105,98115,592500.0,567250.0,summer,500000.0,650000.0,150000.0
2464400340,98115,542000.0,567250.0,winter,381500.0,495950.0,114450.0
9547205225,98115,592500.0,567250.0,summer,540000.0,702000.0,162000.0
3908100020,98115,592500.0,567250.0,summer,540000.0,702000.0,162000.0
3692900010,98115,592500.0,567250.0,summer,445000.0,578500.0,133500.0
5282200015,98115,592500.0,567250.0,summer,525000.0,682500.0,157500.0
2979800845,98115,592500.0,567250.0,summer,501000.0,651300.0,150300.0
3735901600,98115,542000.0,567250.0,winter,435000.0,565500.0,130500.0
5101402435,98115,592500.0,567250.0,summer,539000.0,700700.0,161700.0
9222400565,98115,592500.0,567250.0,summer,474000.0,616200.0,142200.0
6884800262,98115,592500.0,567250.0,summer,535000.0,695500.0,160500.0
1566100450,98115,592500.0,567250.0,summer,505000.0,656500.0,151500.0
2887701251,98115,542000.0,567250.0,winter,392800.0,510640.0,117840.0
8024201210,98115,542000.0,567250.0,winter,550000.0,605000.0,55000.0
9221400600,98115,592500.0,567250.0,summer,462000.0,600600.0,138600.0
2767600171,98107,536500.0,529950.0,summer,440000.0,572000.0,132000.0
2768301490,98107,515000.0,529950.0,winter,402000.0,522600.0,120600.0
2516000475,98107,536500.0,529950.0,summer,455000.0,591500.0,136500.0
2516000486,98107,515000.0,529950.0,winter,402500.0,523250.0,120750.0
2768100040,98107,515000.0,529950.0,winter,515000.0,566500.0,51500.0
1175001135,98107,536500.0,529950.0,summer,424000.0,551200.0,127200.0
2769602710,98107,515000.0,529950.0,winter,517950.0,569745.0,51795.0
5347200160,98126,396500.0,396587.5,winter,235000.0,305500.0,70500.0
7454000030,98126,396500.0,396587.5,winter,250000.0,325000.0,75000.0
1781500435,98126,396500.0,396587.5,winter,260000.0,338000.0,78000.0
9842300485,98126,396675.0,396587.5,summer,380000.0,494000.0,114000.0
2492200956,98126,396675.0,396587.5,summer,360000.0,468000.0,108000.0
2695600195,98126,396675.0,396587.5,summer,379500.0,493350.0,113850.0
7454000605,98126,396500.0,396587.5,winter,279000.0,362700.0,83700.0
7452500285,98126,396500.0,396587.5,winter,280000.0,364000.0,84000.0
7452500770,98126,396500.0,396587.5,winter,267500.0,347750.0,80250.0
4364200015,98126,396675.0,396587.5,summer,335000.0,435500.0,100500.0
7454000990,98126,396500.0,396587.5,winter,304950.0,396435.0,91485.0
7454000875,98126,396500.0,396587.5,winter,299000.0,388700.0,89700.0
8122100905,98126,396675.0,396587.5,summer,395000.0,513500.0,118500.0
2130700860,98019,410000.0,402750.0,winter,375000.0,487500.0,112500.0
2129700142,98019,400000.0,402750.0,summer,201000.0,261300.0,60300.0
3363900111,98103,562250.0,550000.0,summer,437500.0,568750.0,131250.0
3362900696,98103,539450.0,550000.0,winter,415000.0,539500.0,124500.0
3797000300,98103,539450.0,550000.0,winter,405000.0,526500.0,121500.0
3362400615,98103,539450.0,550000.0,winter,400000.0,520000.0,120000.0
6430500010,98103,539450.0,550000.0,winter,547000.0,601700.0,54700.0
3797000680,98103,539450.0,550000.0,winter,549000.0,603900.0,54900.0
3363400655,98103,539450.0,550000.0,winter,549000.0,603900.0,54900.0
1931300425,98103,562250.0,550000.0,summer,539000.0,700700.0,161700.0
6046400755,98103,562250.0,550000.0,summer,475000.0,617500.0,142500.0
1172000150,98103,539450.0,550000.0,winter,238000.0,309400.0,71400.0
6813600365,98103,562250.0,550000.0,summer,527950.0,686335.0,158385.0
3797000330,98103,562250.0,550000.0,summer,471001.0,612301.3,141300.30000000005
8021701115,98103,539450.0,550000.0,winter,549000.0,603900.0,54900.0
9266701085,98103,539450.0,550000.0,winter,409950.0,532935.0,122985.0
9266700256,98103,562250.0,550000.0,summer,470000.0,611000.0,141000.0
3797000035,98103,562250.0,550000.0,summer,430000.0,559000.0,129000.0
6431500122,98103,562250.0,550000.0,summer,520000.0,676000.0,156000.0
1972201161,98103,562250.0,550000.0,summer,435000.0,565500.0,130500.0
1997200245,98103,539450.0,550000.0,winter,540000.0,594000.0,54000.0
1202000200,98002,236500.0,235000.0,winter,233000.0,302900.0,69900.0
1450100070,98002,236500.0,235000.0,winter,208000.0,270400.0,62400.0
3021059155,98002,234500.0,235000.0,summer,161500.0,209950.0,48450.0
7116000425,98002,234500.0,235000.0,summer,150000.0,195000.0,45000.0
3339900640,98002,236500.0,235000.0,winter,200000.0,260000.0,60000.0
1921059235,98002,236500.0,235000.0,winter,215000.0,279500.0,64500.0
7116500125,98002,236500.0,235000.0,winter,189000.0,245700.0,56700.0
8581400450,98002,234500.0,235000.0,summer,159995.0,207993.5,47998.5
1450100420,98002,236500.0,235000.0,winter,205000.0,266500.0,61500.0
6131600255,98002,236500.0,235000.0,winter,202500.0,263250.0,60750.0
9150100020,98002,236500.0,235000.0,winter,189000.0,245700.0,56700.0
7335400020,98002,236500.0,235000.0,winter,219500.0,285350.0,65850.0
8581400015,98002,236500.0,235000.0,winter,189900.0,246870.0,56970.0
9499200220,98002,236500.0,235000.0,winter,234000.0,304200.0,70200.0
7335400065,98002,236500.0,235000.0,winter,229950.0,298935.0,68985.0
1755700060,98133,362500.0,375000.0,winter,371500.0,408650.00000000006,37150.00000000006
2231500030,98133,378975.0,375000.0,summer,315000.0,409500.0,94500.0
726049184,98133,378975.0,375000.0,summer,294000.0,382200.0,88200.0
396100025,98133,378975.0,375000.0,summer,339999.0,441998.7,101999.70000000001
6671900130,98133,362500.0,375000.0,winter,370000.0,407000.00000000006,37000.00000000006
414100630,98133,378975.0,375000.0,summer,335000.0,435500.0,100500.0
2231800020,98133,362500.0,375000.0,winter,366000.0,402600.00000000006,36600.00000000006
626049091,98133,362500.0,375000.0,winter,275500.0,358150.0,82650.0
7276100145,98133,378975.0,375000.0,summer,344950.0,448435.0,103485.0
3293700496,98133,362500.0,375000.0,winter,270000.0,351000.0,81000.0
3705900124,98133,378975.0,375000.0,summer,302000.0,392600.0,90600.0
415100085,98133,378975.0,375000.0,summer,350000.0,455000.0,105000.0
1397300120,98133,362500.0,375000.0,winter,364500.0,400950.00000000006,36450.00000000006
6671900095,98133,378975.0,375000.0,summer,313000.0,406900.0,93900.0
6885900415,98133,378975.0,375000.0,summer,290000.0,377000.0,87000.0
1074100110,98133,378975.0,375000.0,summer,355300.0,461890.0,106590.0
191100045,98040,994500.0,993750.0,summer,940000.0,1222000.0,282000.0
5458800125,98040,994500.0,993750.0,summer,925000.0,1202500.0,277500.0
5450900140,98040,994500.0,993750.0,summer,830000.0,1079000.0,249000.0
3626500045,98040,989950.0,993750.0,winter,760000.0,988000.0,228000.0
5315100806,98040,994500.0,993750.0,summer,940000.0,1222000.0,282000.0
5021900160,98040,989950.0,993750.0,winter,711000.0,924300.0,213300.0
5451210100,98040,994500.0,993750.0,summer,938000.0,1219400.0,281400.0
5021900779,98040,994500.0,993750.0,summer,785000.0,1020500.0,235500.0
1483300430,98040,989950.0,993750.0,winter,554000.0,720200.0,166200.0
5021900175,98040,989950.0,993750.0,winter,500000.0,650000.0,150000.0
1824059079,98040,994500.0,993750.0,summer,880000.0,1144000.0,264000.0
2174503441,98040,989950.0,993750.0,winter,650000.0,845000.0,195000.0
5459000240,98040,994500.0,993750.0,summer,785000.0,1020500.0,235500.0
6672900220,98040,994500.0,993750.0,summer,984000.0,1279200.0,295200.0
5460900120,98040,994500.0,993750.0,summer,989900.0,1286870.0,296970.0
5459000305,98040,989950.0,993750.0,winter,648752.0,843377.6,194625.59999999998
2599001200,98092,311500.0,309780.0,winter,305000.0,396500.0,91500.0
7749500160,98092,308000.0,309780.0,summer,220000.0,286000.0,66000.0
3977630270,98092,308000.0,309780.0,summer,206990.0,269087.0,62097.0
3521059042,98092,311500.0,309780.0,winter,255500.0,332150.0,76650.0
3903200050,98092,311500.0,309780.0,winter,263950.0,343135.0,79185.0
3977630130,98092,308000.0,309780.0,summer,146300.0,190190.0,43890.0
7524600120,98092,311500.0,309780.0,winter,250000.0,325000.0,75000.0
1922059010,98030,281000.0,282255.0,summer,140000.0,182000.0,42000.0
1922059401,98030,282755.0,282255.0,winter,275000.0,357500.0,82500.0
7011201470,98119,756000.0,749950.0,summer,625000.0,812500.0,187500.0
2652500070,98119,756000.0,749950.0,summer,636000.0,826800.0,190800.0
6819100150,98119,756000.0,749950.0,summer,677915.0,881289.5,203374.5
4232903265,98119,756000.0,749950.0,summer,614950.0,799435.0,184485.0
3303700376,98112,841250.0,917500.0,winter,667000.0,867100.0,200100.0
8712100575,98112,841250.0,917500.0,winter,915000.0,1006500.0000000001,91500.00000000012
5016002180,98112,950000.0,917500.0,summer,780000.0,1014000.0,234000.0
1337800855,98112,841250.0,917500.0,winter,885000.0,973500.0000000001,88500.00000000012
9828700900,98112,841250.0,917500.0,winter,549000.0,713700.0,164700.0
6788201015,98112,950000.0,917500.0,summer,690000.0,897000.0,207000.0
6788200360,98112,950000.0,917500.0,summer,727000.0,945100.0,218100.0
8805900570,98112,950000.0,917500.0,summer,808000.0,1050400.0,242400.0
8712100720,98112,950000.0,917500.0,summer,785000.0,1020500.0,235500.0
9828700235,98112,841250.0,917500.0,winter,669000.0,869700.0,200700.0
7955040160,98052,625000.0,615000.0,summer,495000.0,643500.0,148500.0
8045000340,98052,625000.0,615000.0,summer,565000.0,734500.0,169500.0
9512501370,98052,625000.0,615000.0,summer,544300.0,707590.0,163290.0
1842300050,98052,599500.0,615000.0,winter,600000.0,660000.0,60000.0
339600190,98052,599500.0,615000.0,winter,420000.0,546000.0,126000.0
623069068,98027,557000.0,570500.0,winter,425000.0,552500.0,127500.0
5710600030,98027,573475.0,570500.0,summer,500000.0,650000.0,150000.0
